,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Latitude,Longitude,EFOR
1065,105.0,105.0,105,34.744977,-118.309153,1.0
1066,27.3,27.3,27.3,36.771944,-110.263889,1.0
1067,55.0,55.0,55,35.3635,-113.8978,1.0
1068,10.0,10.0,10,44.060814,-121.237203,1.0
1069,2.0,2.0,2,45.703779,-109.565219,1.0
1070,3.0,3.0,3,45.730113,-107.632624,1.0
1071,3.0,3.0,3,46.694488,-112.063623,1.0
1072,3.5,3.5,3.5,40.386197,-104.55095,1.0
1073,1.1,1.1,1.1,33.727977,-118.280032,1.0
1074,3.0,3.0,3,46.805739,-112.249048,1.0
1075,3.0,3.0,3,47.547466,-111.253974,1.0
1076,3.0,3.0,3,46.291439,-108.937935,1.0
1077,2.2,2.2,2.2,45.16964,-123.13633,1.0
1078,3.0,3.0,3,34.688042,-117.989541,1.0
1079,10.0,10.0,10,45.5846,-120.59994,1.0
1080,2.3,2.3,2.3,33.764227,-118.288925,1.0
1081,2.2,2.2,2.2,33.764227,-118.284733,1.0
1082,92.0,92.0,92,41.629056,-109.683472,1.0
1083,2.5,2.5,2.5,37.468888,-121.166326,1.0
1084,3.0,3.0,3,33.04358,-115.62779,1.0
1085,2.0,2.0,2,34.615622,-117.936594,1.0
1086,3.0,3.0,3,36.989475,-120.878081,1.0
1087,1.5,1.5,1.5,37.056468,-120.167021,1.0
1088,8.0,8.0,8,42.030332,-121.611565,1.0
1089,10.0,10.0,10,42.238888,-121.585833,1.0
1090,1.5,1.5,1.5,40.500969,-105.13143,1.0
1091,10.0,10.0,10,42.208988,-120.367807,1.0
1092,1.3,1.3,1.3,39.808719,-104.781494,1.0
1093,20.0,20.0,20,34.832786,-118.563578,1.0
1094,16.0,16.0,16,40.181742,-104.692067,1.0
1095,22.5,20.6,15.2,34.749708,-120.509982,1.0
1096,1.2,1.2,1.2,37.068132,-106.018925,1.0
1097,10.0,10.0,10,44.675,-121.122,1.0
1098,10.0,10.0,10,44.618,-121.205,1.0
1099,2.9,2.9,2.9,42.183,-121.764,1.0
1100,10.0,10.0,8.2,34.831,-106.762,1.0
1101,10.0,10.0,8.2,35.08,-106.865,1.0
1102,10.0,10.0,8.2,35.075,-106.865,1.0
1103,8.0,8.0,8,42.236443,-121.57766,1.0
1104,9.9,9.9,9.9,42.400814,-122.82917,1.0
1105,1.6,1.6,1.6,39.759298,-104.621139,1.0
1106,9.9,9.9,9.9,44.192575,-121.233106,1.0
1107,1.8,1.8,0.8,33.763012,-118.286558,1.0
1108,2.9,2.0,1.3,33.762421,-118.288214,1.0
1109,2.7,2.7,2.7,37.777,-106.22,1.0
1110,4.0,4.0,4,37.384,-102.466,1.0
1111,4.5,4.5,4.5,35.32,-120.691,1.0
1112,1.1,1.1,1.1,38.32272,-121.97062,1.0
1113,5.0,5.0,5,36.06502,-119.55756,1.0
1114,1.5,1.5,1.5,35.60053,-119.40366,1.0
1115,1.1,1.1,0.9,32.936137,-117.234157,1.0
1116,9.9,9.9,9.9,42.610732,-121.861248,1.0
1117,3.0,3.0,3,33.610306,-105.747825,1.0
1118,20.0,20.0,20,32.875697,-111.551111,1.0
1119,1.0,1.0,1,32.79278,-115.857336,1.0
1120,1.0,1.0,1,32.790403,-115.863214,1.0
1121,3.0,3.0,3,32.83186,-115.506629,1.0
1122,1.5,1.1,0.9,34.189857,-118.451355,1.0
1123,106.7,100.0,100,32.672613,-115.619858,1.0
1124,1.5,1.5,1.5,39.638409,-104.662508,1.0
1125,1.5,1.5,1.5,39.786769,-104.583574,1.0
1126,1.5,1.5,1.5,39.786769,-104.583574,1.0
1127,1.0,0.8,0.7,38.216841,-122.542866,1.0
1128,1.0,1.0,0.5,38.194599,-122.663388,1.0
1129,20.0,20.0,20,39.542041,-118.560147,1.0
1130,50.0,50.0,50,39.68646,-104.01398,1.0
1131,3.0,3.0,3,34.11193,-117.27326,1.0
1132,1.4,1.4,1.4,36.004293,-115.115305,1.0
1133,2.2,2.2,2.2,45.17,-123.135,1.0
1134,2.2,2.2,2.2,45.033,-123.094,1.0
1135,2.2,2.2,2.2,45.014,-122.807,1.0
1136,2.2,2.2,2.2,44.826,-122.949,1.0
1137,2.2,2.2,2.2,45.17,-122.473,1.0
1138,2.2,2.2,2.2,45.129,-122.899,1.0
1139,1.0,0.9,0.8,33.767061,-116.905874,1.0
1140,2.2,2.2,2.2,45.054,-123.61,1.0
1141,1.0,1.0,1,32.586536,-117.004884,1.0
1142,1.7,1.7,1.7,36.057181,-115.272131,1.0
1143,4.0,4.0,4,39.923679,-108.462709,1.0
1144,1.0,0.9,0.6,36.624512,-119.673088,1.0
1145,1.0,0.8,0.4,36.624512,-119.673088,1.0
1146,0.6,0.5,0.3,36.624512,-119.673088,1.0
1147,0.3,0.3,0.1,36.624512,-119.673088,1.0
1148,19.2,19.2,19.2,46.95528,-118.621244,1.0
1149,4.3,3.9,2.4,36.916111,-119.97138,1.0
1150,1.4,1.2,0.4,37.003832,-121.593567,1.0
1151,4.5,4.3,1.8,37.365688,-120.432228,1.0
1152,4.0,3.5,2,33.97036,-117.33099,1.0
1153,3.4,3.3,1.6,37.43434,-122.16077,1.0
1154,4.5,3.3,1.8,33.78104,-118.11357,1.0
1155,1.2,1.1,0.6,38.46905,-122.72188,1.0
1156,3.0,3.0,3,34.743383,-117.972222,1.0
1157,1.0,1.0,1,38.791779,-121.385301,1.0
1158,1.0,1.0,1,36.544166,-105.2772,1.0
1159,4.0,4.0,4,34.148139,-117.570404,1.0
1160,2.2,2.2,2.2,45.077,-123.395,1.0
1161,2.2,2.2,2.2,45.023,-122.922,1.0
1162,2.0,2.0,2,34.783205,-106.051092,1.0
1163,1.5,1.5,1.5,40.44,-104.64,1.0
1164,1.5,1.5,1.5,37.453381,-105.878021,1.0
1165,8.0,8.0,8,45.917,-119.343,1.0
1166,1.3,1.3,1.3,32.63266,-117.07775,1.0
1167,1.5,1.5,1.5,39.638,-104.604,1.0
1168,1.5,1.5,1.5,39.145,-108.32,1.0
1169,1.5,1.5,1.5,39.637,-104.529,1.0
1170,2.3,1.8,2,38.682746,-121.723451,1.0
1171,8.0,8.0,8,42.392193,-121.024494,1.0
1172,1.5,1.2,0.2,35.364408,-119.127496,1.0
1173,1.4,1.4,1.4,35.41824,-119.14888,1.0
1174,1.9,1.9,1.9,34.224041,-118.392921,1.0
1175,1.2,1.0,1,33.8482,-118.3055,1.0
1176,1.6,1.6,1.6,34.277355,-118.429836,1.0
1177,8.0,8.0,8,35.52236,-108.778791,1.0
1178,2.0,2.0,2,37.711995,-122.150665,1.0
1179,1.2,1.2,1.2,32.753281,-117.035241,1.0
1180,15.0,14.0,14.5,36.275051,-115.972329,1.0
1181,0.2,0.2,0.2,33.424279,-111.92822,1.0
1182,0.1,0.1,0.1,33.424279,-111.92822,1.0
1183,0.2,0.2,0.2,33.424279,-111.92822,1.0
1184,0.1,0.1,0.1,33.424279,-111.92822,1.0
1185,0.1,0.1,0.1,33.424279,-111.92822,1.0
1186,0.1,0.1,0.1,33.424279,-111.92822,1.0
1187,0.1,0.1,0.1,33.424279,-111.92822,1.0
1188,0.7,0.7,0.7,33.424279,-111.92822,1.0
1189,0.6,0.6,0.6,33.424279,-111.92822,1.0
1190,0.1,0.1,0.1,33.424279,-111.92822,1.0
1191,1.5,1.5,1.5,40.289366,-104.783613,1.0
1192,1.5,1.5,1.5,39.63838,-104.562645,1.0
1193,3.1,3.1,2,37.228736,-121.738616,1.0
1194,2.2,2.2,1.5,37.286958,-121.81508,1.0
1195,1.7,1.7,1.1,37.269039,-121.861079,1.0
1196,1.0,1.0,1,35.152721,-106.547222,1.0
1197,2.0,2.0,2,37.043828,-113.627523,1.0
